SOURCE_SYSTEM|DATA_KEY|DATA_ACTION|ACTION_DATE|ASSET_ID|ELR_ID|TRACK_DESCRIPTION|MILEAGE_FROM|MILEAGE_TO|ACCESS_POINT_TYPE_CODE|ACCESS_POINT_TYPE_DESC|ACCESS_POINT_NAME|LATITUDE|LONGITUDE|EASTING|NORTHING|POSITION_DESCRIPTION|STATUS_DESC|POSTCODE|ZONE_CODE|DATE_OF_LAST_UPDATE
"NHD"|10574557|"I"|"29-Mar-2018"|10574557|"DEL"|"All/Multiple Tracks"|8.0240|8.0240|"MAR"|"Authorised Access Point - Road-Rail Machines"|"INCHTURE LC"|0.0000000000|0.0000000000||||"Operational"||"QL"|"04-Oct-2016"
"NHD"|10574558|"I"|"29-Mar-2018"|10574558|"SCM5"|"All/Multiple Tracks"|10.0990|10.0990|"MAR"|"Authorised Access Point - Road-Rail Machines"|"ERROL LC"|0.0000000000|0.0000000000||||"Operational"||"QL"|"04-Oct-2016"
"NHD"|10574559|"I"|"29-Mar-2018"|10574559|"SCM5"|"Down Main/Fast"|15.0900|15.0900|"MAP"|"Authorised Access Point - Pedestrian"|"INCHYRA"|0.0000000000|0.0000000000||||"Operational"||"QL"|"04-Oct-2016"
"NHD"|10574560|"I"|"29-Mar-2018"|10574560|"SCM5"|"Down Main/Fast"|20.1300|20.1300|"MAP"|"Authorised Access Point - Pedestrian"|"PERTH PLATFORM 1&2"|0.0000000000|0.0000000000||||"Operational"||"QL"|"04-Oct-2016"
"NHD"|10574561|"I"|"29-Mar-2018"|10574561|"SCM5"|"Up Main/Fast"|20.1582|20.1582|"MAP"|"Authorised Access Point - Pedestrian"|"S&T BANK"|0.0000000000|0.0000000000||||"Operational"||"QL"|"04-Oct-2016"
"NHD"|10574569|"I"|"29-Mar-2018"|10574569|"NEM7"|"All/Multiple Tracks"|15.1577|15.1577|"MAP"|"Authorised Access Point - Pedestrian"|"DUMBARTON HIGH BANK"|0.0000000000|0.0000000000||||"Operational"|"G82 2RB"|"QL"|"04-Oct-2016"
"NHD"|10574570|"I"|"29-Mar-2018"|10574570|"NEM5"|"All/Multiple Tracks"|13.0745|13.0745|"MAP"|"Authorised Access Point - Pedestrian"|"BOWLING CYCLE PATH"|0.0000000000|0.0000000000||||"Operational"||"QL"|"04-Oct-2016"
"NHD"|10574571|"I"|"29-Mar-2018"|10574571|"NEM4"|"Up Main/Fast"|0.0078|0.0078|"MAP"|"Authorised Access Point - Pedestrian"|"KNIGHTSWOOD SOUTH JN"|||55025.0|68997.0||"Operational"|"G12 0AY"|"QL"|"04-Oct-2016"
"NHD"|10574608|"I"|"29-Mar-2018"|10574608|"SCM3"|"Up Main/Fast"|97.0110|97.0154|"MAV"|"Authorised Access Point - Vehicle"|"Glenboig, New Road"||0.0000000000|272513.0|668600.0||"Operational"|"ML5 2TG"|"QL"|"02-Nov-2016"
"NHD"|10574708|"I"|"29-Mar-2018"|10574708|"GMH"|"Rev Single"|2.0360|2.0360|"MAR"|"Authorised Access Point - Road-Rail Machines"|"CENTRAL DOCK ROAD GRANGEMOUTH"|0.0000000000|0.0000000000|292469.0|681891.0|"Not Applicable"|"Operational"|"FK3 8BZ"|"QL"|"02-Dec-2016"
"NHD"|10574788|"I"|"29-Mar-2018"|10574788|"DEL"|"Rev Single"|12.0692|12.0692|"MAP"|"Authorised Access Point - Pedestrian"|"BURGH FARM"|0.0000000000|0.0000000000|||"Not Available"|"Operational"||"QL"|"05-Sep-2017"
"NHD"|10574789|"I"|"29-Mar-2018"|10574789|"ANI2"|"Rev Single"|19.0880|19.0880|"MAV"|"Authorised Access Point - Vehicle"|"ORBLISTON"|0.0000000000|0.0000000000|||"Not Available"|"Operational"||"QL"|"21-Dec-2016"
"NHD"|10574790|"I"|"29-Mar-2018"|10574790|"ANI2"|"Rev Single"|27.1140|27.1140|"MAV"|"Authorised Access Point - Vehicle"|"BUSH 2"|||||"Not Available"|"Operational"||"QL"|"21-Dec-2016"
"NHD"|10574791|"I"|"29-Mar-2018"|10574791|"ECN4"|"Up Main/Fast"|22.0560|22.0560|"MAP"|"Authorised Access Point - Pedestrian"|"BRYANTON <ACCESS GATES>"|0.0000000000|0.0000000000|||"Not Available"|"Operational"||"QL"|"21-Dec-2016"
"NHD"|10574792|"I"|"29-Mar-2018"|10574792|"ECN4"|"Up Main/Fast"|23.1170|23.1170|"MAP"|"Authorised Access Point - Pedestrian"|"REDCASTLE <BRIDGE 253>"|0.0000000000|0.0000000000|||"Not Available"|"Operational"||"QL"|"21-Dec-2016"
"NHD"|10574793|"I"|"29-Mar-2018"|10574793|"ECN4"|"Up Main/Fast"|27.0217|27.0217|"MAP"|"Authorised Access Point - Pedestrian"|"BODDIN BRIDGE"|0.0000000000|0.0000000000|||"Not Available"|"Operational"||"QL"|"21-Dec-2016"
"NHD"|10574794|"I"|"29-Mar-2018"|10574794|"ECN5"|"Down Main/Fast"|211.0970|211.0970|"MAP"|"Authorised Access Point - Pedestrian"|"LAURENCEKIRK"|0.0000000000|0.0000000000|||"Not Available"|"Operational"||"QL"|"21-Dec-2016"
"NHD"|10574795|"I"|"20-Jul-2020"|10574795|"DEL"|"Up Main/Fast"|151.0009|151.0009|"MAP"|"Authorised Access Point - Pedestrian"|"PERTH"|0.0000000000|0.0000000000|||"Not Available"|"Operational"||"QL"|"28-Apr-2020"
"NHD"|10574796|"I"|"29-Mar-2018"|10574796|"HGL2"|"Up Main/Fast"|46.0290|46.0290|"MAP"|"Authorised Access Point - Pedestrian"|"DALANRAOCH"|0.0000000000|0.0000000000|||"Not Available"|"Operational"||"QL"|"21-Dec-2016"
"NHD"|10574797|"I"|"29-Mar-2018"|10574797|"WCK"|"Up Loop"|12.1700|12.1700|"MAR"|"Authorised Access Point - Road-Rail Machines"|"MUIR OF ORD - RRV ACCESS"|0.0000000000|0.0000000000|||"Not Available"|"Operational"||"QL"|"21-Mar-2017"
"NHD"|10574848|"I"|"29-Mar-2018"|10574848|"WCM2"|"Up Main/Fast"|98.0039|98.0039|"MAP"|"Authorised Access Point - Pedestrian"|"Bogleshole Road"||0.0000000000|263093.0|661421.0|"Not Available"|"Operational"|"G72 7HN"|"QL"|"09-Jan-2017"
"NHD"|10574849|"I"|"29-Mar-2018"|10574849|"WCM2"|"Up Slow"|100.0643|100.0643|"MAP"|"Authorised Access Point - Pedestrian"|"Polmadie RR"|0.0000000000|0.0000000000|259585.0|662734.0|"Not Available"|"Operational"|"G5 0HD"|"QL"|"09-Jan-2017"
"NHD"|10574868|"I"|"29-Mar-2018"|10574868|"EGS2"|"All/Multiple Tracks"|3.0967|3.0985|"MAR"|"Authorised Access Point - Road-Rail Machines"|"CLELAND"|||280127.0|658464.0|"On Track"|"Operational"|"ML1 5NP"|"QL"|"16-Jan-2017"
"NHD"|10575074|"I"|"29-Mar-2018"|10575074|"EGM1"|"Up Main/Fast"|24.0036|24.0036|"MAR"|"Authorised Access Point - Road-Rail Machines"|"HOPE STREET"||0.0000000000|288456.0|680325.0||"Operational"|"FK10 2SX"|"QL"|"27-Feb-2017"
"NHD"|10581028|"I"|"29-Mar-2018"|10581028|"ECN5"|"Down Main/Fast"|235.0550|235.0551|"MAP"|"Authorised Access Point - Pedestrian"|"LEITH"S QUARRY"|0.0000000000|0.0000000000|||"Not Applicable"|"Operational"||"QL"|"10-Aug-2017"
"NHD"|10581288|"I"|"29-Mar-2018"|10581288|"ANI1"|"Rev Single"|11.1572|11.1594|"MAP"|"Authorised Access Point - Pedestrian"|"DALWEARIE FARM"|0.0000000000|0.0000000000|||"Not Applicable"|"Operational"||"QL"|"05-Sep-2017"
"NHD"|10581588|"I"|"29-Mar-2018"|10581588|"ANI2"|"Rev Single"|0.0282|0.0282|"MAR"|"Authorised Access Point - Road-Rail Machines"|"Forres Station RRAP"||0.0000000000|303132.0|859017.0|"Not Available"|"Operational"|"IV36 3EE"|"QL"|"30-Nov-2017"
"NHD"|10581589|"I"|"29-Mar-2018"|10581589|"ANI2"|"All/Multiple Tracks"|0.0100|0.0100|"MAP"|"Authorised Access Point - Pedestrian"|"Forres Station Platform 1 West Access"|||||"Not Available"|"Operational"|"IV36 3AD"|"QL"|"30-Nov-2017"
"NHD"|10581590|"I"|"29-Mar-2018"|10581590|"ANI2"|"Rev Single"|0.0100|0.0100|"MAP"|"Authorised Access Point - Pedestrian"|"Forres Station Platform 2 West Access"|||302954.0|859017.0|"Not Available"|"Operational"|"IV36 3AD"|"QL"|"30-Nov-2017"
"NHD"|10581688|"I"|"29-Mar-2018"|10581688|"ANI2"|"All/Multiple Tracks"|0.1248|0.1248|"MAV"|"Authorised Access Point - Vehicle"|"Forres East 677pts"||0.0000000000|303696.0|859382.0|"Not Applicable"|"Operational"|"IV36 1EB"|"QL"|"22-Dec-2017"
"NHD"|10581689|"I"|"29-Mar-2018"|10581689|"ANI2"|"Rev Single"|12.0432|12.0432|"MAP"|"Authorised Access Point - Pedestrian"|"Elgin Station Platform 2"||0.0000000000|321761.0|862189.0|"Not Applicable"|"Operational"|"IV30 1QJ"|"QL"|"22-Dec-2017"
"NHD"|10581690|"I"|"29-Mar-2018"|10581690|"ANI2"|"Rev Single"|11.1630|11.1630|"MAP"|"Authorised Access Point - Pedestrian"|"Elgin Level Crossing"||0.0000000000|321368.0|862177.0|"Not Applicable"|"Operational"|"IV30 6AA"|"QL"|"22-Dec-2017"
"NHD"|10581691|"I"|"29-Mar-2018"|10581691|"ANI2"|"All/Multiple Tracks"|0.0275|0.0275|"MAP"|"Authorised Access Point - Pedestrian"|"Forres Station Platform 2 Access"|||||"Not Applicable"|"Operational"|"IV36 3AF"|"QL"|"22-Dec-2017"
"NHD"|10581692|"I"|"29-Mar-2018"|10581692|"ANI2"|"Rev Single"|0.0275|0.0275|"MAP"|"Authorised Access Point - Pedestrian"|"Forres Station Platform 1 Access"|||302954.0|859017.0|"Not Applicable"|"Operational"|"IV36 3AD"|"QL"|"22-Dec-2017"
"NHD"|10581693|"I"|"29-Mar-2018"|10581693|"ANI2"|"All/Multiple Tracks"|0.0100|0.0100|"MAP"|"Authorised Access Point - Pedestrian"|"Forres Station Platform 1 Access"|||||"Not Applicable"|"Operational"|"IV36 3AD"|"QL"|"22-Dec-2017"
"NHD"|10581694|"I"|"29-Mar-2018"|10581694|"DEL"|"Rev Single"|0.0100|0.0100|"MAP"|"Authorised Access Point - Pedestrian"|"Forres Station Platform 2 Access"|||302954.0|859017.0|"Not Applicable"|"Operational"|"IV36 3AD"|"QL"|"22-Dec-2017"
"NHD"|10581748|"I"|"29-Mar-2018"|10581748|"ANI2"|"Unknown"|0.0100|0.0100|"MAP"|"Authorised Access Point - Pedestrian"|"FORRES STATION PLATFORM 1"|0.0000000000|0.0000000000|||"Not Available"|"Operational"|"IV36 3AD"|"QL"|"26-Jan-2018"
"NHD"|10585191|"I"|"20-Jul-2020"|10585191|"ECN4"|"Down Main/Fast"|20.0090|20.0090|"MAR"|"Authorised Access Point - Road-Rail Machines"|"Letham Grange"||0.0000000000|||"Not Available"|"Operational"|"DD11 4RJ"|"QL"|"16-Mar-2020"
"NHD"|10585628|"I"|"20-Jul-2020"|10585628|"DEL"|"Up Main/Fast"|225.0050|225.0050|"MAR"|"Authorised Access Point - Road-Rail Machines"|"STONEHAVEN YARD"|||||"Not Applicable"|"Operational"|"AB39 2NE"|"QL"|"28-Apr-2020"
"NHD"|10586288|"I"|"20-Jul-2020"|10586288|"DMY"|"All/Multiple Tracks"|37.0635|37.0635|"MAP"|"Authorised Access Point - Pedestrian"|"Dalmeny"|0.0000000000|0.0000000000||||"Operational"||"QL"|"24-Mar-2020"
"NHD"|10586308|"I"|"20-Jul-2020"|10586308|"TSS"|"Rev Single"|0.0265|0.0265|"MAR"|"Authorised Access Point - Road-Rail Machines"|"TERMI NUS CURVE"|0.0000000000|0.0000000000|258063.0|663368.0||"Operational"|"G41 2SE"|"QL"|"05-Apr-2020"
"NHD"|10586309|"I"|"20-Jul-2020"|10586309|"NNH"|"All/Multiple Tracks"|104.1200|104.1200|"MAR"|"Authorised Access Point - Road-Rail Machines"|"PATTERTON"|0.0000000000|0.0000000000||||"Operational"||"QL"|"05-Apr-2020"
"NHD"|10586310|"I"|"20-Jul-2020"|10586310|"CTC"|"All/Multiple Tracks"|1.1610|1.1610|"MAR"|"Authorised Access Point - Road-Rail Machines"|"CATHCART OLD BOX"|0.0000000000|0.0000000000||||"Operational"||"QL"|"05-Apr-2020"
"NHD"|10586311|"I"|"20-Jul-2020"|10586311|"WCM2"|"All/Multiple Tracks"|100.1100|100.1100|"MAR"|"Authorised Access Point - Road-Rail Machines"|"POLMADIE RELAY ROOM"|0.0000000000|0.0000000000||||"Operational"||"QL"|"05-Apr-2020"
"NHD"|10586312|"I"|"20-Jul-2020"|10586312|"NNH"|"All/Multiple Tracks"|107.0510|107.0510|"MAR"|"Authorised Access Point - Road-Rail Machines"|"FIVE WAYS"|0.0000000000|0.0000000000||||"Operational"||"QL"|"05-Apr-2020"
"NHD"|10586313|"I"|"20-Jul-2020"|10586313|"AYR1"|"All/Multiple Tracks"|0.0000|0.0000|"MAR"|"Authorised Access Point - Road-Rail Machines"|"SALKELD STREET"|0.0000000000|0.0000000000||||"Operational"||"QL"|"05-Apr-2020"
"NHD"|10586508|"I"|"20-Jul-2020"|10586508|"ECN2"|"Down Main/Fast"|5.0329|5.0329|"MAP"|"Authorised Access Point - Pedestrian"|"Gyle Shopping Centre"|||317954.0|672617.0|"Right Hand Side"||"EH12 8LU"|"QL"|"15-Jun-2020"
"NHD"|20178914|"I"|"29-Mar-2018"|20178914|"HAY1"|"Rev Main/Fast"|5.0240|5.0240|"MAP"|"Authorised Access Point - Pedestrian"|"Hessay MGH L/C and Gatebox YO26 8JU"|||452495.0|453969.0|"Right Hand Side"|"Operational"|"YO26 8JU"|"QG"|"04-Feb-2015"
"NHD"|20178939|"I"|"29-Mar-2018"|20178939|"MBW2"|"All/Multiple Tracks"|26.1088|26.1088|"MAP"|"Authorised Access Point - Pedestrian"|"Glaisdale Station YO21 2QL"|||478301.0|505581.0|"Left Hand Side"|"Operational"|"YO21 2QL"|"QG"|"01-May-2012"
"NHD"|20178940|"I"|"29-Mar-2018"|20178940|"PSE"|"All/Multiple Tracks"|143.1034|143.1034|"MAV"|"Authorised Access Point - Vehicle"|"PLEASEY VALE"|||453273.0|365354.0|"Not Available"|"Operational"|"NG19 8RR"|"QG"|"25-Mar-2013"
"NHD"|20178944|"I"|"29-Mar-2018"|20178944|"HUL3"|"Up Main/Fast"|6.0590|6.0590|"MAV"|"Authorised Access Point - Vehicle"|"Gascoigne Wood LS25 5DL"|53.7791666667|-1.2177777778|451636.0|431715.0|"Not Available"|"Operational"|"LS25 5DL"|"QG"|"04-Feb-2015"
"NHD"|20178946|"I"|"29-Mar-2018"|20178946|"DAE1"|"All/Multiple Tracks"|5.0159|5.0159|"MAP"|"Authorised Access Point - Pedestrian"|"Heighington Station LC & Signal Box DL5 6QG"|||427120.0|522522.0|"On Track"|"Operational"|"DL5 6QG"|"QG"|"01-May-2012"
"NHD"|20178947|"I"|"29-Mar-2018"|20178947|"TJC3"|"All/Multiple Tracks"|187.0814|187.0814|"MAV"|"Authorised Access Point - Vehicle"|"METHLEY JUNCTION SIGNAL BOX LS26 9BU"|||439518.0|426115.0||"Operational"|"LS26 9BU"|"QG"|"05-Feb-2015"
"NHD"|20178948|"I"|"29-Mar-2018"|20178948|"LEN3"|"All/Multiple Tracks"|90.0572|90.0572|"MAV"|"Authorised Access Point - Vehicle"|"Monkwearmouth SR5 1BU"|||439583.0|557898.0|"Not Available"|"Operational"|"SR5 1BU"|"QG"|"01-May-2012"
"NHD"|20178950|"I"|"29-Mar-2018"|20178950|"BWC"|"Up Main/Fast"|1.1672|1.1672|"MAP"|"Authorised Access Point - Pedestrian"|"NORTH SEATON SB TOILET & OIL STORE NE63 8TD"|||427781.0|586148.0||"Operational"|"NE63 8TD"|"QG"|"01-May-2012"
"NHD"|20178951|"I"|"29-Mar-2018"|20178951|"DAE1"|"Up Main/Fast"|8.0028|8.0028|"MAV"|"Authorised Access Point - Vehicle"|"THICKLEY WOOD DL4 2QS"||||||"Operational"|"DL4 2QS"|"QG"|"30-Oct-2017"
"NHD"|20178958|"I"|"29-Mar-2018"|20178958|"SSK1"|"All/Multiple Tracks"|30.0396|30.0396|"MAP"|"Authorised Access Point - Pedestrian"|"Botton TS12 2TU"|||468543.0|518811.0|"Not Available"|"Operational"|"TS12 2TU"|"QG"|"01-May-2012"
"NHD"|20178959|"I"|"29-Mar-2018"|20178959|"STF"|"Unknown"|1.1672|1.1672|"MAP"|"Authorised Access Point - Pedestrian"|"Whitton TS21 3LB"|||440091.0|522446.0|"Not Available"|"Operational"|"TS21 3LB"|"QG"|"01-May-2012"
"NHD"|20178960|"I"|"29-Mar-2018"|20178960|"STF"|"Unknown"|2.1342|2.1342|"MAP"|"Authorised Access Point - Pedestrian"|"Holmsley Farm TS21 1DR"|||438880.0|522937.0|"Not Available"|"Operational"|"TS21 1DR"|"QG"|"01-May-2012"
"NHD"|20178961|"I"|"29-Mar-2018"|20178961|"STF"|"Unknown"|5.0374|5.0374|"MAP"|"Authorised Access Point - Pedestrian"|"Stillington Moor House UWC TS21 1NJ"|||435132.0|524160.0|"Not Available"|"Operational"|"TS21 1NJ"|"QG"|"01-May-2012"
"NHD"|20178962|"I"|"29-Mar-2018"|20178962|"TJC3"|"All/Multiple Tracks"|215.1233|215.1233|"MAP"|"Authorised Access Point - Pedestrian"|"Eastburn BD20 6RG"|||402709.0|445071.0|"On Track"|"Operational"|"BD20 6RG"|"QG"|"05-Feb-2015"
"NHD"|20178963|"I"|"29-Mar-2018"|20178963|"YMS"|"Up Main/Fast"|5.0589|5.0589|"MAP"|"Authorised Access Point - Pedestrian"|"Oakbutts UWS LC, Strensall YO32 5AR"|||462201.0|459753.0|"Right Hand Side"|"Operational"|"YO32 5AR"|"QG"|"05-Feb-2015"
"NHD"|20178976|"I"|"29-Mar-2018"|20178976|"MBW3"|"All/Multiple Tracks"|28.1379|28.1379|"MAP"|"Authorised Access Point - Pedestrian"|"Hagg House YO22 5HN"|||488294.0|508558.0|"On Track"|"Operational"|"YO22 5HN"|"QG"|"01-May-2012"
"NHD"|20178979|"I"|"29-Mar-2018"|20178979|"HUL1"|"Up Main/Fast"|13.1518|13.1518|"MAP"|"Authorised Access Point - Pedestrian"|"Church Farm UWS, Cave HU15 1RU"|||488588.0|427732.0|"Left Hand Side"|"Operational"|"HU15 1RU"|"QG"|"04-Feb-2015"
"NHD"|20178980|"I"|"29-Mar-2018"|20178980|"HUL4"|"All/Multiple Tracks"|13.0887|13.0887|"MAP"|"Authorised Access Point - Pedestrian"|"GARFORTH MOOR"|||440436.0|433697.0|"Not Available"|"Operational"||"QG"|"05-Sep-2012"
"NHD"|20178981|"I"|"29-Mar-2018"|20178981|"KIL2"|"Unknown"|2.0748|2.0748|"MAV"|"Authorised Access Point - Vehicle"|"SHELL MEX LC"|||515851.0|420136.0|"Not Available"|"Operational"|"DN40 3JP"|"QG"|"07-Feb-2013"
"NHD"|20178982|"I"|"29-Mar-2018"|20178982|"KIL2"|"Unknown"|2.0968|2.0968|"MAV"|"Authorised Access Point - Vehicle"|"YORKSHIRE TAR LC"|||515768.0|420170.0|"Not Available"|"Operational"|"DN40 3JP"|"QG"|"07-Feb-2013"
"NHD"|20178983|"I"|"29-Mar-2018"|20178983|"LEH1"|"Up Main/Fast"|14.1122|14.1122|"MAP"|"Authorised Access Point - Pedestrian"|"Spacey House Farm UWS, Pannal HG2 8HN"|||431545.0|452006.0|"Right Hand Side"|"Operational"|"HG2 8HN"|"QG"|"04-Feb-2015"
"NHD"|20178987|"I"|"29-Mar-2018"|20178987|"MBW1"|"Rev Main/Fast"|7.1496|7.1496|"MAP"|"Authorised Access Point - Pedestrian"|"School Farm 2 TS9 6HE"|||457081.0|511187.0|"Not Available"|"Operational"|"TS9 6HE"|"QG"|"01-May-2012"
"NHD"|20178988|"I"|"29-Mar-2018"|20178988|"MBW2"|"Rev Main/Fast"|22.0176|22.0176|"MAP"|"Authorised Access Point - Pedestrian"|"Houlsyke YO21 2LL"|||472396.0|507791.0|"Not Available"|"Operational"|"YO21 2LL"|"QG"|"01-May-2012"
"NHD"|20178989|"I"|"29-Mar-2018"|20178989|"MBW2"|"All/Multiple Tracks"|23.0209|23.0209|"MAP"|"Authorised Access Point - Pedestrian"|"Houlsyke YO21 2LH"|||474024.0|507609.0|"Not Available"|"Operational"|"YO21 2LH"|"QG"|"01-May-2012"
"NHD"|20178990|"I"|"29-Mar-2018"|20178990|"MBW2"|"Rev Main/Fast"|21.0924|21.0924|"MAP"|"Authorised Access Point - Pedestrian"|"Esk Dale UWC YO21 2NB"|||471540.0|508085.0|"Left Hand Side"|"Operational"|"YO21 2NB"|"QG"|"01-May-2012"
"NHD"|20178991|"I"|"29-Mar-2018"|20178991|"MBW2"|"All/Multiple Tracks"|25.0644|25.0644|"MAP"|"Authorised Access Point - Pedestrian"|"Underpark Farm YO21 2QS"|||477204.0|507089.0|"Left Hand Side"|"Operational"|"YO21 2QS"|"QG"|"01-May-2012"
"NHD"|20178992|"I"|"29-Mar-2018"|20178992|"MBW2"|"Rev Main/Fast"|28.1386|28.1386|"MAP"|"Authorised Access Point - Pedestrian"|"Suspension Br YO21 1XF"|||481275.0|505124.0|"Not Available"|"Operational"|"YO21 1XF"|"QG"|"01-May-2012"
"NHD"|20178994|"I"|"29-Mar-2018"|20178994|"NEC2"|"Down Main/Fast"|38.0022|38.0022|"MAP"|"Authorised Access Point - Pedestrian"|"Jacksons NE49 0LF"|||369139.0|563679.0|"Left Hand Side"|"Operational"|"NE49 0LF"|"QG"|"01-May-2012"
"NHD"|20178995|"I"|"29-Mar-2018"|20178995|"NEC2"|"Down Main/Fast"|43.0946|43.0946|"MAP"|"Authorised Access Point - Pedestrian"|"Denton Farm LC CA8 7AF"|||362040.0|565575.0|"Left Hand Side"|"Operational"|"CA8 7AF"|"QG"|"23-Oct-2014"
"NHD"|20178996|"I"|"29-Mar-2018"|20178996|"REB2"|"Rev Main/Fast"|2.0616|2.0616|"MAP"|"Authorised Access Point - Pedestrian"|"Ainderby Pond DL7 9QA"|||433524.0|492308.0|"Left Hand Side"|"Operational"|"DL7 9QA"|"QG"|"05-Feb-2015"
"NHD"|20178997|"I"|"29-Mar-2018"|20178997|"SKS2"|"Unknown"|1.1386|1.1386|"MAP"|"Authorised Access Point - Pedestrian"||||398058.0|454566.0|"Not Available"|"Operational"||"QG"|"08-Sep-2008"
"NHD"|20179001|"I"|"29-Mar-2018"|20179001|"WAG1"|"Unknown"|70.0880|70.0880|"MAP"|"Authorised Access Point - Pedestrian"|"Mill Lane LC DN14 8ND"|53.6900000000|-0.9716666667|467997.0|422005.0|"Not Available"|"Operational"|"DN14 8ND"|"QG"|"05-Feb-2015"
"NHD"|20179003|"I"|"29-Mar-2018"|20179003|"WSB"|"All/Multiple Tracks"|0.1034|0.1034|"MAV"|"Authorised Access Point - Vehicle"|"School Corner LC NE22 7BX"|||428343.0|585022.0|"Not Available"|"Operational"|"NE22 7BX"|"QG"|"01-May-2012"
"NHD"|20179006|"I"|"29-Mar-2018"|20179006|"DAE3"|"All/Multiple Tracks"|6.1672|6.1672|"MAP"|"Authorised Access Point - Pedestrian"||||408389.0|536737.0|"Not Available"|"Operational"||"QG"|"08-Sep-2008"
"NHD"|20179007|"I"|"29-Mar-2018"|20179007|"REB2"|"Rev Main/Fast"|7.0405|7.0405|"MAP"|"Authorised Access Point - Pedestrian"|"Bedale DL8 1ZL"|||427286.0|488258.0|"Right Hand Side"|"Operational"|"DL8 1ZL"|"QG"|"05-Feb-2015"
"NHD"|20179008|"I"|"29-Mar-2018"|20179008|"MAC3"|"All/Multiple Tracks"|37.0374|37.0374|"MAP"|"Authorised Access Point - Pedestrian"|"BEELEY WOOD"|||431717.0|392489.0|"Right Hand Side"|"Operational"|"S35 0HE"|"QG"|"25-Mar-2013"
"NHD"|20179009|"I"|"29-Mar-2018"|20179009|"DOL1"|"Unknown"|162.1210|162.1210|"MAP"|"Authorised Access Point - Pedestrian"|"Hampole LC"|53.5886111111|-1.2408333333|450352.0|410505.0|"Not Available"|"Operational"|"DN6 7EX"|"QG"|"27-Mar-2013"
"NHD"|20179011|"I"|"29-Mar-2018"|20179011|"DSN3"|"Down Main/Fast"|25.0677|25.0677|"MAP"|"Authorised Access Point - Pedestrian"|"Longbeck Station TS11 8LA"|||462765.0|521979.0|"Left Hand Side"|"Operational"|"TS11 8LA"|"QG"|"01-May-2012"
"NHD"|20179012|"I"|"29-Mar-2018"|20179012|"DRA1"|"All/Multiple Tracks"|2.1511|2.1511|"MAP"|"Authorised Access Point - Pedestrian"|"Lodge Farm LC DN14 9PR"|53.7166666667|-1.0244444444|464486.0|424901.0|"Not Available"|"Operational"|"DN14 9PR"|"QG"|"02-Feb-2015"
"NHD"|20179016|"I"|"29-Mar-2018"|20179016|"EJM"|"Rev Main/Fast"|16.0326|16.0326|"MAP"|"Authorised Access Point - Pedestrian"|"Coatsworth Farm LC NE22 7AJ"|||427036.0|583302.0|"Right Hand Side"|"Operational"|"NE22 7AJ"|"QG"|"01-May-2012"
"NHD"|20179017|"I"|"29-Mar-2018"|20179017|"HBS"|"Rev Main/Fast"|46.0175|46.0175|"MAP"|"Authorised Access Point - Pedestrian"|"Town Farm FPW Gristhorpe YO14 9PN"|||508906.0|481448.0|"Right Hand Side"|"Operational"|"YO14 9PN"|"QG"|"04-Feb-2015"
"NHD"|20179019|"I"|"29-Mar-2018"|20179019|"HUL1"|"Down Main/Fast"|13.0638|13.0638|"MAP"|"Authorised Access Point - Pedestrian"|"Providence Farm UWC, Cave HU15 1RU"|||489380.0|427572.0|"Right Hand Side"|"Operational"|"HU15 1RU"|"QG"|"04-Feb-2015"
"NHD"|20179020|"I"|"29-Mar-2018"|20179020|"REB2"|"Rev Main/Fast"|7.1298|7.1298|"MAP"|"Authorised Access Point - Pedestrian"|"Esso Aiskew Bank Farm LC DL8 1AU"|||426736.0|488621.0|"Right Hand Side"|"Operational"|"DL8 1AU"|"QG"|"05-Feb-2015"
"NHD"|20179021|"I"|"29-Mar-2018"|20179021|"REB2"|"Rev Main/Fast"|10.0023|10.0023|"MAP"|"Authorised Access Point - Pedestrian"|"Dysuns Mudfield Farm 2 UWC DL8 1RW"|||423384.0|489209.0|"Right Hand Side"|"Operational"|"DL8 1RW"|"QG"|"05-Feb-2015"
"NHD"|20179022|"I"|"29-Mar-2018"|20179022|"REB2"|"Rev Main/Fast"|10.0888|10.0888|"MAP"|"Authorised Access Point - Pedestrian"|"Grange Farm Newton Grange UWC DL8 1RY"|||422600.0|489302.0|"Left Hand Side"|"Operational"|"DL8 1RY"|"QG"|"05-Feb-2015"
"NHD"|20179023|"I"|"29-Mar-2018"|20179023|"REB2"|"Rev Main/Fast"|10.1394|10.1394|"MAP"|"Authorised Access Point - Pedestrian"|"Fox Park Farm UWC DL8 1SA"|||422143.0|489360.0|"Left Hand Side"|"Operational"|"DL8 1SA"|"QG"|"05-Feb-2015"
"NHD"|20179024|"I"|"29-Mar-2018"|20179024|"REB2"|"Rev Main/Fast"|10.1430|10.1430|"MAP"|"Authorised Access Point - Pedestrian"|"Fox Park Farm 2 UWC DL8 1SA"|||422112.0|489361.0|"Left Hand Side"|"Operational"|"DL8 1SA"|"QG"|"05-Feb-2015"
